,link,text,user,likes,quotes,retweets,comments
17,https://twitter.com/narendramodi/status/1802542603600121861#m,Bhadrasana is good for strengthening the joints and reduces pain in the knees. It is also good for the stomach.,Narendra Modi,26771,97,4930,504
18,https://twitter.com/narendramodi/status/1802537437207408927#m,Greetings on Eid-ul-Adha! May this special occasion further cement the bonds of harmony and togetherness in our society. May everyone be happy and healthy.,Narendra Modi,91913,812,7219,3710
19,https://twitter.com/narendramodi/status/1802191731007332799#m,Padahastasana has several benefits…do practice it.,Narendra Modi,31996,164,5540,1009
20,https://twitter.com/narendramodi/status/1802191496742871160#m,पादहस्तासन का नियमित अभ्यास कई तरह से फायदेमंद है…,Narendra Modi,23469,80,4895,653
21,https://twitter.com/narendramodi/status/1801946885583958424#m,Smritivan in Kutch is a tribute to those we lost in the tragic Earthquake of 2001. It is a reminder of human resilience and courage as well. Glad that this Museum has found a place on the World Selection for the Prix Versailles Museums 2024.,Narendra Modi,36059,76,5862,753
22,https://twitter.com/narendramodi/status/1801916711764902303#m,Lunga vita all'amicizia Italia-India! 🇮🇳 🇮🇹,Narendra Modi,207090,879,25315,3958
23,https://twitter.com/narendramodi/status/1801894874343768425#m,Long live India-Italy friendship! 🇮🇳 🇮🇹,Narendra Modi,405706,2339,49934,8606
24,https://twitter.com/narendramodi/status/1801833288039911728#m,"An important G7 Summit, where I presented India’s perspective at the world stage. Here are highlights.",Narendra Modi,112205,451,16593,2201
25,https://twitter.com/narendramodi/status/1801832145784344600#m,"Best wishes to Shri Kishan Reddy Garu on his birthday. He is a grassroots leader, rising from the ranks to being a successful legislator, MP and Minister. His efforts for serving people are exemplary. Praying for his long and healthy life. @kishanreddybjp",Narendra Modi,25459,27,2884,431
26,https://twitter.com/narendramodi/status/1801804607162548365#m,चक्रासन का नियमित अभ्यास शरीर को स्वस्थ रखने में बहुत मददगार है। यह हृदय को सेहतमंद रखता है और रक्त संचार को बेहतर बनाता है।,Narendra Modi,23373,112,6010,861
27,https://twitter.com/narendramodi/status/1801804326320427341#m,Do practice Chakrasana for good health. It is great for the heart and also helps improve blood flow.,Narendra Modi,23177,95,4571,398
28,https://twitter.com/narendramodi/status/1801717890116424101#m,Ho avuto una giornata molto produttiva al Vertice G7 in Puglia. Ho interagito con i leader mondiali e discusso varie questioni.  Insieme auspichiamo di creare soluzioni di grande impatto che portino beneficio alla comunità globale e creino un mondo migliore per le future generazioni.,Narendra Modi,10724,19,1831,195
29,https://twitter.com/narendramodi/status/1801717782398255411#m,"Had a very productive day at the G7 Summit in Apulia. Interacted with world leaders and discussed various subjects. Together, we aim to create impactful solutions that benefit the global community and create a better world for future generations.  I thank the people and government of Italy for their warm hospitality.",Narendra Modi,25031,49,3547,364
30,https://twitter.com/narendramodi/status/1801700738554318951#m,Das heutige Treffen mit Bundeskanzler Scholz war sehr produktiv. Die strategische Partnerschaft zwischen Indien und Deutschland kann eine wichtige Rolle bei der Förderung eines inklusiven und nachhaltigen globalen Wachstums spielen.   @Bundeskanzler,Narendra Modi,25584,34,3175,278
31,https://twitter.com/narendramodi/status/1801700447138496869#m,Today's interaction with Chancellor Scholz was very productive. The India-Germany Strategic Partnership can play a major role in furthering global growth which is inclusive and sustainable.  @Bundeskanzler,Narendra Modi,38711,39,4340,259
32,https://twitter.com/narendramodi/status/1801692193234493624#m,イタリアで行われたG7サミットのサイドラインで日本の岸田総理にお会いでき、大変うれしく思います。インドと日本の強い関係は、平和で、安全で、繁栄していくインド太平洋にとって重要です。両国は、防衛、テクノロジー、半導体、クリーンエネルギー、デジタルテクノロジーの分野で協力していくことを大事にしています。インフラ整備そして文化的な交流ももっと進展させていきたいと思います。 @kishida230,Narendra Modi,23184,59,2862,369
33,https://twitter.com/narendramodi/status/1801691762156548227#m,"It was a delight to meet PM Kishida on the sidelines of the G7 Summit in Italy. Strong ties between India and Japan are important for a peaceful, secure and prosperous Indo-Pacific. Our nations look forward to working together in defence, technology, semiconductors, clean energy and digital technology. We also wish to advance ties in infrastructure and cultural linkages. @kishida230",Narendra Modi,35705,58,4591,335
34,https://twitter.com/narendramodi/status/1801691426935259392#m,"Ho avuto un ottimo incontro con la PM @GiorgiaMeloni. L'ho ringraziata per aver invitato l'India a partecipare al G7 e per la meravigliosa organizzazione. Abbiamo discusso di come rafforzare le relazioni Italia-India in settori quali commercio, energia, difesa, telecomunicazioni e altro ancora. I nostri Paesi continueranno a collaborare in ambiti futuristici tra cui i biocombustibili, la trasformazione dei prodotti alimentari e i minerali critici.",Narendra Modi,65472,121,7909,690
35,https://twitter.com/narendramodi/status/1801691048009257123#m,"Had a very good meeting with PM @GiorgiaMeloni. Thanked her for inviting India to be a part of the G7 Summit and for the wonderful arrangements. We discussed ways to further cement India-Italy relations in areas like commerce, energy, defence, telecom and more. Our nations will work together in futuristic areas like biofuels, food processing and critical minerals.",Narendra Modi,211529,451,20836,2425
36,https://twitter.com/narendramodi/status/1801688184570659323#m,With world leaders at the @G7 Summit in Italy.,Narendra Modi,146765,815,17723,1999
37,https://twitter.com/narendramodi/status/1801672814187188514#m,Met Canadian PM @JustinTrudeau at the G7 Summit.,Narendra Modi,130691,474,8708,2504
38,https://twitter.com/narendramodi/status/1801670928985997637#m,It's always a pleasure to meet @POTUS @JoeBiden. India and USA will keep working together to further global good. 🇮🇳🇺🇸,Narendra Modi,86556,144,9490,974
39,https://twitter.com/narendramodi/status/1801668123835388157#m,Met @KingAbdullahII on the sidelines of the G7 Summit. India values the strong ties with Jordan.,Narendra Modi,46697,65,5245,530
40,https://twitter.com/narendramodi/status/1801667857543270765#m,"The interactions in Italy continue...  Delightful conversation with President @LulaOficial, President @RTErdogan and His Highness Sheikh @MohamedBinZayed.",Narendra Modi,54302,101,6038,524
41,https://twitter.com/narendramodi/status/1801667581155361262#m,"Pleased to meet @UN Secretary General, Mr. @antonioguterres in Italy.",Narendra Modi,55416,66,5005,570
42,https://twitter.com/narendramodi/status/1801654405223354857#m,"Reiterated India’s commitment to speak about the well-being of the Global South, which is ironically a major sufferer during any global uncertainty. India will also continue working closely with Africa, a glimpse of which was seen during last year’s G20 Summit when African Union became a permanent member of the forum and that too during India’s Presidency.",Narendra Modi,5422,20,1420,183
43,https://twitter.com/narendramodi/status/1801654403071676627#m,"As far as energy is concerned, India’s approach is based on availability, accessibility, affordability and acceptability. We are working to fulfil our CoP commitments before the designated time period. India is working to usher in a Green Era, based on the principles of Mission LiFE. Also highlighted the campaign “एक पेड़ माँ के नाम” to make our planet more sustainable.",Narendra Modi,5742,19,1465,137
44,https://twitter.com/narendramodi/status/1801654400089526428#m,"Spoke at the G7 Outreach Session on AI and Energy, Africa and Mediterranean. Highlighted a wide range of subjects, notably, the wide scale usage of technology for human progress. The rise of technology in various aspects of human life has also reaffirmed the importance of cyber security. Spoke about how India is leveraging AI for its development journey. It is important that AI remain transparent, secure, accessible and responsible.   https://www.mea.gov.in/press-releases.htm?dtl/37873/Prime_Minister_participates_in_the_Outreach_session_on_Artificial_Intelligence_and_Energy_Africa_and_the_Mediterranean_at_the_G7_Summit",Narendra Modi,66887,179,10797,1145
45,https://twitter.com/narendramodi/status/1801636845459227083#m,Met Pope Francis on the sidelines of the @G7 Summit. I admire his commitment to serve people and make our planet better. Also invited him to visit India. @Pontifex,Narendra Modi,92254,444,8387,1481
46,https://twitter.com/narendramodi/status/1801580044722028854#m,"Провів дуже продуктивну зустріч з Президентом Володимиром Зеленським. Індія прагне і надалі зміцнювати двосторонні відносини з Україною. Зважаючи на триваючі бойові діі, повторив, що Індія вірить у людиноцентричний підхід та вважає, що шлях до миру лежить через діалог та дипломатію. @ZelenskyyUa",Narendra Modi,30819,117,3380,740
47,https://twitter.com/narendramodi/status/1801572899771302043#m,"Had a very productive meeting with President Volodymyr Zelenskyy. India is eager to further cement bilateral relations with Ukraine. Regarding the ongoing hostilities, reiterated that India believes in a human-centric approach and believes that the way to peace is through dialogue and diplomacy. @ZelenskyyUa",Narendra Modi,109280,370,9544,1834
48,https://twitter.com/narendramodi/status/1801568390470885568#m,"J'ai eu une excellente réunion avec mon ami le Président @EmmanuelMacron. Il s'agit de notre quatrième rencontre en un an, ce qui indique la forte priorité que nous accordons aux liens solides entre l'Inde et la France. Nos échanges ont porté sur de nombreux sujets tels que la défense, la sécurité, la technologie, l'IA, l'économie bleue et bien plus encore. Nous avons également discuté des moyens d'encourager l'innovation et la recherche chez les jeunes. Je lui ai adressé mes meilleurs vœux pour l'organisation des Jeux olympiques de Paris, qui débuteront le mois prochain.",Narendra Modi,38398,45,4698,623
49,https://twitter.com/narendramodi/status/1801565043919643070#m,"It was a delight to meet PM @RishiSunak in Italy. I reiterated my commitment to further strengthen the India-UK Comprehensive Strategic Partnership in the third term of the NDA Government. There is great scope to deepen ties in sectors like semiconductors, technology and trade. We also talked about further cementing ties in the defence sector.",Narendra Modi,136899,175,13302,1129
50,https://twitter.com/narendramodi/status/1801564851937894642#m,"Had an excellent meeting with my friend President @EmmanuelMacron. This is our fourth meeting in one year, indicating the priority we accord to strong India-French ties. Our talks covered numerous subjects such as defence, security, technology, AI, Blue Economy and more. We also discussed how to encourage innovation and research among the youth. I conveyed my best wishes to him on the hosting of the Paris Olympics, which begins next month.",Narendra Modi,81436,84,9469,668
51,https://twitter.com/narendramodi/status/1801475435835932975#m,"त्रिकोणासन का अभ्यास जहां पीठ और कंधे को मजबूती देता है, वहीं एकाग्रता बढ़ाने में भी यह काफी मददगार है।",Narendra Modi,32616,149,6728,1021
52,https://twitter.com/narendramodi/status/1801475160857305392#m,"Practice Trikonasana for improved shoulders, back and improving concentration!",Narendra Modi,26609,146,4654,574
53,https://twitter.com/narendramodi/status/1801376930488533210#m,"Atterrato in Italia per partecipare al Vertice G7. Impaziente di avviare interazioni produttive con i leader del mondo. Insieme, desideriamo affrontare le questioni globali e incoraggiare la cooperazione internazionale per un futuro migliore.",Narendra Modi,44664,75,5649,680
54,https://twitter.com/narendramodi/status/1801376022174257282#m,"Landed in Italy to take part in the G7 Summit. Looking forward to engaging in productive discussions with world leaders. Together, we aim to address global challenges and foster international cooperation for a brighter future.",Narendra Modi,104097,243,11396,1352
55,https://twitter.com/narendramodi/status/1801242566395937269#m,I will be attending the G7 Summit in Italy. I look forward to meeting fellow world leaders and discussing a wide range of issues aimed at making our planet better and improving lives of people. https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2025078,Narendra Modi,70848,354,8521,2348
56,https://twitter.com/narendramodi/status/1801157605198323968#m,Congratulations to Shri Pema Khandu Ji on taking oath as the Chief Minister of Arunachal Pradesh. I would also like to congratulate all those who took oath as Ministers. My best wishes to them for their future endeavours of serving the people. This team will ensure that the state develops at an even faster pace.  @PemaKhanduBJP,Narendra Modi,50838,85,5626,967
57,https://twitter.com/narendramodi/status/1801097900048666791#m,Best wishes to Shri @PiyushGoyal Ji on his birthday. His efforts to boost India’s trade and industrial growth are exceptional. They will surely strengthen our collective endeavour to make India the third largest economy. Praying for his long and healthy life.,Narendra Modi,41100,101,3942,871
58,https://twitter.com/narendramodi/status/1801095980604891642#m,"ताड़ासन का नियमित अभ्यास बहुत फायदेमंद है। इससे जहां शरीर को ज्यादा ताकत मिलती है, वहीं संतुलन बनाना भी आसान हो जाता है।",Narendra Modi,47763,285,10370,1391
59,https://twitter.com/narendramodi/status/1801095684235374735#m,Tadasana is very good for the body. It will ensure more strength and better alignment.,Narendra Modi,41525,303,7258,843
